,,,,,,,,,,,,,,Alt text for submission,"Optional long description or review note for complex figures, diagrams, or charts"
ALT-0177,en,Part 14: Practical Projects,P08,Project 8: Building an Enterprise DataOps Platform,docs/en/part14/p08_dataops.md,362,P08-3,"Figure 3: Spec generation, simulated run, evaluation, and check flow","Figure 3: Spec generation, simulated run, evaluation, and check flow",docs/images/part14/p08/Yu-Project08-Fig03.svg,yes,1672x941,svg,"Specification generation, simulated operation, evaluation, and check flow showing the main sequence and control points from DataOps Platform Lifecycle Pipeline, Definition Layer, Execution Layer, Evaluation & Validation Layer, Platform Specification.","The figure expands Specification generation, simulated operation, evaluation, and check flow into labeled components: DataOps Platform Lifecycle Pipeline, Definition Layer, Execution Layer, Evaluation & Validation Layer, Platform Specification, Generation, build_platform_specs.py, Focus: object definition, rules, governance policies, system definition →, system behavior, Simulated Platform, Operations, simulate_platform_ops.py. Additional labels include Focus: task execution, event, generation, scheduling, behavior, execution results →, metrics and validation, Platform Evaluation, evaluate_platform.py, Focus: metrics computation. Read left to right or around the loop as a data-engineering process, with upstream artifacts transformed, validated, and packaged for downstream training or governance use."
ALT-0178,en,Part 14: Practical Projects,P08,Project 8: Building an Enterprise DataOps Platform,docs/en/part14/p08_dataops.md,438,P08-4,"Figure 4: Tenant, project, role, and API relationship","Figure 4: Tenant, project, role, and API relationship",docs/images/part14/p08/Yu-Project08-Fig04.svg,yes,1672x941,svg,"Tenant, project, role, and API relationship showing TENANT A, TENANT B, TENANT C, ownership, CONTROL & GOVERNANCE ZONE, PROJECT 1.","The figure expands Tenant, project, role, and API relationship into labeled components: TENANT A, TENANT B, TENANT C, ownership, CONTROL & GOVERNANCE ZONE, PROJECT 1, DATA MIGRATION, PROJECT 2, ANALYTICS PIPELINE, PROJECT 3, REAL-TIME STREAMING, permission, mapping, invocation. Additional labels include interface, execution, linkage, monitoring and, interaction, PERMISSION MAPPING ZONE, ADMIN ROLE, DEVELOPER ROLE."
ALT-0179,en,Part 14: Practical Projects,P08,Project 8: Building an Enterprise DataOps Platform,docs/en/part14/p08_dataops.md,558,P08-5,Figure 5: Version lifecycle with release and rollback points,Figure 5: Version lifecycle with release and rollback points,docs/images/part14/p08/Yu-Project08-Fig05.svg,yes,1672ptx941pt,svg,"Version lifecycle with release and rollback points showing the main sequence and control points from DATASET VERSION LIFECYCLE & EVOLUTION BLUEPRINT, Dataset versions are governed entities with strict dependencies, immutable release points, and traceable rollback paths, ensuring data integrity and reproducibility, ds_v001, Status.","The figure expands Version lifecycle with release and rollback points into labeled components: DATASET VERSION LIFECYCLE & EVOLUTION BLUEPRINT, Dataset versions are governed entities with strict dependencies, immutable release points, and traceable rollback paths, ensuring data integrity and reproducibility, ds_v001, Status, draft, change_summary, Initial ingestion, ds_v002, validated, Schema validation, data quality check, completed, ds_v003. Additional labels include RELEASE POINT, released, Feature engineering, model training set, prepared, ds_v003-B1, Experimental data, augmentation. Read left to right or around the loop as a data-engineering process, with upstream artifacts transformed, validated, and packaged for downstream training or governance use."
ALT-0180,en,Part 14: Practical Projects,P08,Project 8: Building an Enterprise DataOps Platform,docs/en/part14/p08_dataops.md,627,P08-6,Figure 6: Experiment status distribution and governance actions,Figure 6: Experiment status distribution and governance actions,docs/images/part14/p08/Yu-Project08-Fig06.svg,yes,1672ptx833pt,svg,"Experiment tracking dashboard showing completed, regressed, failed, and review-required runs with dataset versions, metric summaries, and governance actions.","The dashboard groups experiment runs by status and ties each run to dataset version, metrics, and review requirements. It illustrates how performance regressions, failures, and successful runs become governance signals rather than isolated experiment logs."
ALT-0181,en,Part 14: Practical Projects,P08,Project 8: Building an Enterprise DataOps Platform,docs/en/part14/p08_dataops.md,679,P08-7,"Figure 7: Version, experiment, result, and rollback lineage","Figure 7: Version, experiment, result, and rollback lineage",docs/images/part14/p08/Yu-Project08-Fig07.svg,yes,1672x941,svg,"Version, experiment, result, and rollback lineage showing DataOps Platform Lineage & Dependency Graph, Data Layer, Experiment Layer, Result Layer, Event Layer, ds_v001.","The figure expands Version, experiment, result, and rollback lineage into labeled components: DataOps Platform Lineage & Dependency Graph, Data Layer, Experiment Layer, Result Layer, Event Layer, ds_v001, datasets, version_id: 1, status: Archived, metric_summary: “Valid”, ds_v002, version_id: 2, status: Active, metric_summary: “High Accuracy”. Additional labels include ds_v003, version_id: 3, status: Deprecated, metric_summary: “Drifted”, ds_v004, version_id: 4, status: Testing, metric_summary: “Pending”."
ALT-0182,en,Part 14: Practical Projects,P08,Project 8: Building an Enterprise DataOps Platform,docs/en/part14/p08_dataops.md,727,P08-8,Figure 8: Rollback trigger and recovery flow,Figure 8: Rollback trigger and recovery flow,docs/images/part14/p08/Yu-Project08-Fig08.svg,yes,1672x941,svg,"Rollback trigger and recovery flow showing the main sequence and control points from DATASET ROLLBACK WORKFLOW DIAGRAM, NORMAL RELEASE, (Standard Lifecycle, Flow), RECOVERY PATH.","The figure expands Rollback trigger and recovery flow into labeled components: DATASET ROLLBACK WORKFLOW DIAGRAM, NORMAL RELEASE, (Standard Lifecycle, Flow), ROLLBACK, RECOVERY PATH, (Rollback Control, dataset_version, dataset_version: v1.2.3, experiment, experiment_id: EXP-456, metrics, metrics: accuracy, latency, release. Additional labels include decision, analysis /, detection point, active version, (active), stable state, rollback_target, reconnect /. Read left to right or around the loop as a data-engineering process, with upstream artifacts transformed, validated, and packaged for downstream training or governance use."
ALT-0183,en,Part 14: Practical Projects,P08,Project 8: Building an Enterprise DataOps Platform,docs/en/part14/p08_dataops.md,795,P08-9,"Figure 9: Metrics, logs, alerts, and audit loop","Figure 9: Metrics, logs, alerts, and audit loop",docs/images/part14/p08/Yu-Project08-Fig09.svg,yes,1254x1254,svg,"Metrics, logs, alerts, and audit loop showing the main sequence and control points from Observability Loop in a DataOps Platform, SLA Layer, Service Level, Objectives, Compliance Check.","The figure expands Metrics, logs, alerts, and audit loop into labeled components: Observability Loop in a DataOps Platform, SLA Layer, Service Level, Objectives, Compliance Check, Performance, Targets, Analysis &, Correlation, response / handling, Compliance, Check, review output /, improvement actions. Additional labels include Data Ingestion &, Processing, Logs, • execution records, • operation logs, • event streams, Metrics, • SLA indicators. Read left to right or around the loop as a data-engineering process, with upstream artifacts transformed, validated, and packaged for downstream training or governance use."
ALT-0184,en,Part 14: Practical Projects,P08,Project 8: Building an Enterprise DataOps Platform,docs/en/part14/p08_dataops.md,841,P08-10,Figure 10: Audit logs and incident review,Figure 10: Audit logs and incident review,docs/images/part14/p08/Yu-Project08-Fig10.svg,yes,1672ptx941pt,svg,"Audit logs and incident review showing DATAOPS AUDIT LOG ANALYSIS & INCIDENT REVIEW WORKFLOW, Layer 1, System Events, DataOps Platform, User Actions, Login, Query.","The figure expands Audit logs and incident review into labeled components: DATAOPS AUDIT LOG ANALYSIS & INCIDENT REVIEW WORKFLOW, Layer 1, Audit Logs, System Events, DataOps Platform, User Actions, Login, Query, Config Change, v1.2.0, Version Releases, v1.2.0 deployed, Model update, Experiment Triggers, A/B Test #42 started. Additional labels include Hyperparameter tuning, Rollback Executions, Revert to v1.1.5, Emergency restore, Layer 2, Analysis & Correlation, Processing Module, Event."
ALT-0185,en,Part 14: Practical Projects,P08,Project 8: Building an Enterprise DataOps Platform,docs/en/part14/p08_dataops.md,935,P08-11,Figure 11: Check pipeline and consistency validation,Figure 11: Check pipeline and consistency validation,docs/images/part14/p08/Yu-Project08-Fig11.svg,yes,1672ptx941pt,svg,"Check pipeline and consistency validation showing the main sequence and control points from DataOps Validation Pipeline: Code, Data, and Report Consistency Check, INPUT ARTIFACTS, Platform Artifacts, platform_scope.json, architecture_spec.json.","The figure expands Check pipeline and consistency validation into labeled components: DataOps Validation Pipeline: Code, Data, and Report Consistency Check, INPUT ARTIFACTS, Platform Artifacts, platform_scope.json, architecture_spec.json, dataset_versions.jsonl, experiment_runs.jsonl, p8_metrics.json, p8_test_report.md, VALIDATION RULES, Validation Logic, file existence checks, (required_files_exist), object relationship validation. Additional labels include data-report alignment, VALIDATION EXECUTION, running checks, run_p8_checks.py, aggregating results, marking issues, VALIDATION RESULTS, PASS status. Read left to right or around the loop as a data-engineering process, with upstream artifacts transformed, validated, and packaged for downstream training or governance use."
ALT-0186,en,Part 14: Practical Projects,P09,Project 9: Privacy-preserving Data Pipeline,docs/en/part14/p09_privacy_pipeline.md,174,P09-1,Figure P09-1,Figure P09-1,docs/images/part14/p09/Liu-Project09-Fig01.svg,yes,1536x1024,svg,"P09 Privacy-Preserving Data Pipeline Overall Architecture showing the main sequence and control points from Top Layer: Policy & Boundary Definition Layer, Compliance Scope, GDPR, CCPA, HIPAA, SOC 2, Internal Policies.","The figure expands P09 Privacy-Preserving Data Pipeline Overall Architecture into labeled components: Top Layer: Policy & Boundary Definition Layer, Compliance Scope, GDPR, CCPA, HIPAA, SOC 2, Internal Policies, Classification Policy, PII / SPI / Public, Sensitivity Levels, Labeling Rules, Access Policy, Role-Based Access, Least Privilege, Data Minimization, Privacy Techniques. Additional labels include Masking, Tokenization, Differential Privacy, Policy Control Flow, Raw Data, Sources, Databases, Files, Streams, APIs. Read left to right or around the loop as a data-engineering process, with upstream artifacts transformed, validated, and packaged for downstream training or governance use."
ALT-0187,en,Part 14: Practical Projects,P09,Project 9: Privacy-preserving Data Pipeline,docs/en/part14/p09_privacy_pipeline.md,245,P09-2,Figure P09-2,Figure P09-2,docs/images/part14/p09/Liu-Project09-Fig02.svg,yes,1536x1024,svg,"Key Engineering Dimensions of the P09 Privacy Pipeline showing the main sequence and control points from Privacy Data Pipeline, Compliance & Policy Definition, Data Processing & Orchestration, Security Operations & Response, Evaluation & Validation.",
ALT-0188,en,Part 14: Practical Projects,P09,Project 9: Privacy-preserving Data Pipeline,docs/en/part14/p09_privacy_pipeline.md,332,P09-3,Figure P09-3,Figure P09-3,docs/images/part14/p09/Liu-Project09-Fig03.svg,yes,1672x941,svg,"Relationships Among the Four Artifact Types in the Privacy Specification Layer showing Compliance Scope, • pipeline_goal, • compliance_targets, • risk_goals, forming unified rule layer, Classification Policy.","The figure expands Relationships Among the Four Artifact Types in the Privacy Specification Layer into labeled components: Compliance Scope, • pipeline_goal, • compliance_targets, • risk_goals, forming unified rule layer, Classification Policy, • sensitivity_levels, • source_types, • pii_rules, control objectives, drive processing, behavior, rules defined, before data. Additional labels include processing, Privacy Specification Layer, Rules Before Data, Access Policy, • roles, • permissions, • access_boundaries, Privacy Rules (PII Rules). The layout emphasizes structural relationships among layers, interfaces, artifacts, and governance or validation boundaries."
ALT-0189,en,Part 14: Practical Projects,P09,Project 9: Privacy-preserving Data Pipeline,docs/en/part14/p09_privacy_pipeline.md,392,P09-4,Figure P09-4,Figure P09-4,docs/images/part14/p09/Liu-Project09-Fig04.svg,yes,1672x941,svg,"Privacy pipeline coverage matrix mapping small sample records across domains, sensitive field types, and source types to ensure representative testing of privacy controls.","The matrix uses a small but structurally diverse sample set to cover healthcare support, payroll HR, financial KYC, analytics export, and related domains. Columns connect those domains to sensitive fields such as email, phone, SSN, bank account, patient ID, and source types, demonstrating that a minimal privacy pipeline still needs broad scenario coverage."
ALT-0190,en,Part 14: Practical Projects,P09,Project 9: Privacy-preserving Data Pipeline,docs/en/part14/p09_privacy_pipeline.md,446,P09-5,Figure P09-5,Figure P09-5,docs/images/part14/p09/Liu-Project09-Fig05.svg,yes,1672ptx941pt,svg,"PII detection distribution chart showing detection rules, detected field types such as email, phone, SSN, bank account, and patient ID, and the resulting privacy metrics.","The chart moves from detection rules to detection outputs and then to distribution metrics. It is intended to show which PII categories are detected most often and how those counts inform sensitivity classification, quarantine, and downstream redaction policy."
